order_id,sales,profit,quantity,category,sub_category,cost,total_cost,total_profit,order_date,customer_name,city,country,region,segment,ship_date,ship_mode,lon,lat,avg_profit
AZ-2012-2425717,30,4,2,office supplies,binders,26,26,8,7/12/2012,Isabelle Gould,Freiburg,Germany,Central,Consumer,7/14/2012,Priority,7.8421043,47.9990077,25.89697347
AZ-2012-2425717,66,4,3,office supplies,supplies,62,62,12,7/12/2012,Isabelle Gould,Freiburg,Germany,Central,Consumer,7/14/2012,Priority,7.8421043,47.9990077,25.89697347
AZ-2012-2434811,54,15,2,office supplies,supplies,39,39,30,10/12/2012,Mark Washington,Waiblingen,Germany,Central,Home Office,10/14/2012,Economy Plus,9.3185739,48.8293519,25.89697347
AZ-2012-2440609,651,241,6,furniture,furnishings,410,410,1446,2/7/2012,Leroy Dudley,Paris,France,Central,Consumer,2/11/2012,Economy,2.3522219,48.856614,42.22495756
AZ-2012-2445606,102,13,2,office supplies,art,89,89,26,6/1/2012,Sophie Franklin,Brest,France,Central,Corporate,6/7/2012,Economy,-4.486076,48.390394,25.89697347
AZ-2012-2449827,54,18,3,office supplies,art,36,36,54,5/29/2012,Walter Coley,San Fernando,Spain,South,Consumer,6/2/2012,Economy,-6.1965948,36.4718646,25.89697347
AZ-2012-2449827,25,1,4,office supplies,binders,24,24,4,5/29/2012,Walter Coley,San Fernando,Spain,South,Consumer,6/2/2012,Economy,-6.1965948,36.4718646,25.89697347
AZ-2012-2449827,442,84,4,technology,machines,358,358,336,5/29/2012,Walter Coley,San Fernando,Spain,South,Consumer,6/2/2012,Economy,-6.1965948,36.4718646,74.10472279
AZ-2012-2450675,334,107,2,technology,phones,227,227,214,10/10/2012,Sam Wood,Bolton,United Kingdom,North,Home Office,10/17/2012,Economy,-2.4282192,53.5768647,74.10472279
AZ-2012-2462721,45,15,5,office supplies,labels,30,30,75,8/31/2012,Evie Rees,Vitry-sur-Seine,France,Central,Consumer,9/2/2012,Economy Plus,2.39851,48.792001,25.89697347
AZ-2012-2465302,103,9,2,office supplies,binders,94,94,18,4/17/2012,Jasmine Hanson,Hamburg,Germany,Central,Consumer,4/21/2012,Economy,9.9936818,53.5510846,25.89697347
AZ-2012-2467107,120,51,1,furniture,chairs,69,69,51,6/18/2012,William Horton,Lens,France,Central,Consumer,6/20/2012,Economy Plus,2.83183,50.42893,42.22495756
AZ-2012-2467107,2364,-218,4,furniture,tables,2582,2582,-872,6/18/2012,William Horton,Lens,France,Central,Consumer,6/20/2012,Economy Plus,2.83183,50.42893,42.22495756
AZ-2012-2467107,43,22,4,office supplies,labels,21,21,88,6/18/2012,William Horton,Lens,France,Central,Consumer,6/20/2012,Economy Plus,2.83183,50.42893,25.89697347
AZ-2012-2484319,91,14,3,office supplies,art,77,77,42,1/24/2012,Peter Daly,Innsbruck,Austria,Central,Consumer,1/26/2012,Priority,11.4041024,47.2692124,25.89697347
AZ-2012-2492016,16,0,1,office supplies,art,16,16,0,12/6/2012,Lara Giles,London,United Kingdom,North,Consumer,12/11/2012,Economy,-0.1277583,51.5073509,25.89697347
AZ-2012-2492016,187,71,1,office supplies,storage,116,116,71,12/6/2012,Lara Giles,London,United Kingdom,North,Consumer,12/11/2012,Economy,-0.1277583,51.5073509,25.89697347
AZ-2012-2500695,60,29,3,office supplies,envelopes,31,31,87,6/29/2012,Toby Rowley,Granada,Spain,South,Consumer,7/3/2012,Economy,-3.5985571,37.1773363,25.89697347
AZ-2012-2500695,446,109,6,technology,phones,337,337,654,6/29/2012,Toby Rowley,Granada,Spain,South,Consumer,7/3/2012,Economy,-3.5985571,37.1773363,74.10472279
AZ-2012-250360,3979,1990,7,office supplies,appliances,1989,1989,13930,8/1/2012,Lara Stoate,West Bromwich,United Kingdom,North,Corporate,8/6/2012,Economy Plus,-1.995159,52.517664,25.89697347
AZ-2012-250360,44,13,3,office supplies,fasteners,31,31,39,8/1/2012,Lara Stoate,West Bromwich,United Kingdom,North,Corporate,8/6/2012,Economy Plus,-1.995159,52.517664,25.89697347
AZ-2012-250360,428,193,3,technology,copiers,235,235,579,8/1/2012,Lara Stoate,West Bromwich,United Kingdom,North,Corporate,8/6/2012,Economy Plus,-1.995159,52.517664,74.10472279
AZ-2012-2513839,766,315,7,furniture,bookcases,451,451,2205,9/1/2012,Henry Chandler,Paris,France,Central,Home Office,9/5/2012,Economy Plus,2.3522219,48.856614,42.22495756
AZ-2012-2513839,61,30,2,office supplies,envelopes,31,31,60,9/1/2012,Henry Chandler,Paris,France,Central,Home Office,9/5/2012,Economy Plus,2.3522219,48.856614,25.89697347
AZ-2012-2513839,454,-75,2,technology,machines,529,529,-150,9/1/2012,Henry Chandler,Paris,France,Central,Home Office,9/5/2012,Economy Plus,2.3522219,48.856614,74.10472279
AZ-2012-252256,2546,382,7,furniture,bookcases,2164,2164,2674,6/16/2012,Ginger Owens,Velletri,Italy,South,Consumer,6/20/2012,Economy,12.7785347,41.6868422,42.22495756
AZ-2012-252256,48,3,3,office supplies,envelopes,45,45,9,6/16/2012,Ginger Owens,Velletri,Italy,South,Consumer,6/20/2012,Economy,12.7785347,41.6868422,25.89697347
AZ-2012-252256,138,-76,4,office supplies,storage,214,214,-304,6/16/2012,Ginger Owens,Velletri,Italy,South,Consumer,6/20/2012,Economy,12.7785347,41.6868422,25.89697347
AZ-2012-252256,154,41,8,office supplies,supplies,82,113,328,6/16/2012,Ginger Owens,Velletri,Italy,South,Consumer,6/20/2012,Economy,12.7785347,41.6868422,25.89697347
AZ-2012-2537589,259,47,5,office supplies,binders,212,212,235,3/31/2012,Timothy Jimenez,Florence,Italy,South,Consumer,4/5/2012,Economy,11.2558136,43.7695604,25.89697347
AZ-2012-2537589,21,7,3,office supplies,labels,14,14,21,3/31/2012,Timothy Jimenez,Florence,Italy,South,Consumer,4/5/2012,Economy,11.2558136,43.7695604,25.89697347
AZ-2012-2540881,37,7,3,office supplies,fasteners,30,30,21,11/6/2012,Jessie White,Imola,Italy,South,Consumer,11/10/2012,Economy,11.7124294,44.3599996,25.89697347
AZ-2012-2580887,209,48,7,office supplies,art,161,161,336,5/26/2012,Molly Palmer,Drancy,France,Central,Corporate,5/31/2012,Economy Plus,2.445676,48.924298,25.89697347
AZ-2012-2580887,117,33,6,office supplies,paper,84,84,198,5/26/2012,Molly Palmer,Drancy,France,Central,Corporate,5/31/2012,Economy Plus,2.445676,48.924298,25.89697347
AZ-2012-2580887,42,17,3,office supplies,storage,25,25,51,5/26/2012,Molly Palmer,Drancy,France,Central,Corporate,5/31/2012,Economy Plus,2.445676,48.924298,25.89697347
AZ-2012-2590055,1003,-55,15,furniture,chairs,803,1058,-825,11/20/2012,Sophie Franklin,Issy-les-Moulineaux,France,Central,Corporate,11/25/2012,Economy,2.2743419,48.8245306,42.22495756
AZ-2012-2590055,131,27,4,office supplies,paper,104,104,108,11/20/2012,Sophie Franklin,Issy-les-Moulineaux,France,Central,Corporate,11/25/2012,Economy,2.2743419,48.8245306,25.89697347
AZ-2012-2626732,153,70,11,office supplies,fasteners,83,83,770,8/30/2012,Ruby Patel,Bottrop,Germany,Central,Home Office,9/5/2012,Economy,6.9446888,51.529086,25.89697347
AZ-2012-2636461,324,110,6,office supplies,art,214,214,660,3/14/2012,Nicole Howard,Ponferrada,Spain,South,Consumer,3/14/2012,Immediate,-6.598259,42.5499958,25.89697347
AZ-2012-2652453,562,50,8,technology,accessories,512,512,400,8/8/2012,Jesse Godson,Taranto,Italy,South,Corporate,8/10/2012,Economy Plus,17.2470303,40.4643606,74.10472279
AZ-2012-2667819,147,72,5,office supplies,envelopes,75,75,360,11/9/2012,Ralph Holmes,Taranto,Italy,South,Consumer,11/13/2012,Economy,17.2470303,40.4643606,25.89697347
AZ-2012-2675559,71,25,3,office supplies,storage,46,46,75,5/9/2012,Kristen Holland,La Teste-de-Buch,France,Central,Consumer,5/13/2012,Economy,-1.148224,44.631077,25.89697347
AZ-2012-2676448,100,27,8,office supplies,binders,58,73,216,11/21/2012,William Martin,Bracknell,United Kingdom,North,Corporate,11/26/2012,Economy,-0.75398,51.41604,25.89697347
AZ-2012-270116,377,83,3,technology,copiers,294,294,249,4/20/2012,Geraldine Mizelle,Lugo,Spain,South,Corporate,4/26/2012,Economy,-7.5567582,43.0097384,74.10472279
AZ-2012-2712293,548,88,15,office supplies,art,249,460,1320,5/23/2012,Maynard Moorman,Turin,Italy,South,Consumer,5/28/2012,Economy,7.6868565,45.070312,25.89697347
AZ-2012-2742520,236,92,6,office supplies,art,86,144,552,11/1/2012,Alexis Code,Stuttgart,Germany,Central,Corporate,11/7/2012,Economy,9.1829321,48.7758459,25.89697347
AZ-2012-2742520,120,30,6,office supplies,envelopes,90,90,180,11/1/2012,Alexis Code,Stuttgart,Germany,Central,Corporate,11/7/2012,Economy,9.1829321,48.7758459,25.89697347
AZ-2012-2744098,73,3,5,office supplies,binders,70,70,15,11/10/2012,Casey Forte,Wattrelos,France,Central,Consumer,11/14/2012,Economy,3.215007,50.701174,25.89697347
AZ-2012-2744098,186,0,7,office supplies,paper,186,186,0,11/10/2012,Casey Forte,Wattrelos,France,Central,Consumer,11/14/2012,Economy,3.215007,50.701174,25.89697347
AZ-2012-2751924,102,16,3,office supplies,supplies,86,86,48,8/23/2012,Judy Rodriquez,Hagen,Germany,Central,Consumer,8/28/2012,Economy Plus,7.4632841,51.3670777,25.89697347
AZ-2012-2772170,198,59,7,office supplies,binders,139,139,413,6/19/2012,Riley Howells,Antwerp,Belgium,Central,Consumer,6/21/2012,Priority,4.4024643,51.2194475,25.89697347
AZ-2012-2801511,309,127,4,furniture,chairs,182,182,508,3/16/2012,Chloe O'Dea,London,United Kingdom,North,Consumer,3/16/2012,Immediate,-0.1277583,51.5073509,42.22495756
AZ-2012-2801511,174,4,4,office supplies,binders,170,170,16,3/16/2012,Chloe O'Dea,London,United Kingdom,North,Consumer,3/16/2012,Immediate,-0.1277583,51.5073509,25.89697347
AZ-2012-2801511,48,1,2,office supplies,envelopes,47,47,2,3/16/2012,Chloe O'Dea,London,United Kingdom,North,Consumer,3/16/2012,Immediate,-0.1277583,51.5073509,25.89697347
AZ-2012-2807686,1579,614,4,furniture,bookcases,965,965,2456,12/19/2012,Liam Marshall,London,United Kingdom,North,Home Office,12/25/2012,Economy,-0.1277583,51.5073509,42.22495756
AZ-2012-2814232,70,29,4,office supplies,art,41,41,116,9/10/2012,Callum Hagai,Caen,France,Central,Home Office,9/11/2012,Priority,-0.370679,49.182863,25.89697347
AZ-2012-2814232,35,18,5,office supplies,binders,17,17,90,9/10/2012,Callum Hagai,Caen,France,Central,Home Office,9/11/2012,Priority,-0.370679,49.182863,25.89697347
AZ-2012-2814232,52,11,5,office supplies,fasteners,41,41,55,9/10/2012,Callum Hagai,Caen,France,Central,Home Office,9/11/2012,Priority,-0.370679,49.182863,25.89697347
AZ-2012-2823287,124,-105,4,office supplies,storage,229,229,-420,11/7/2012,Andy Henderson,Utrecht,Netherlands,Central,Home Office,11/14/2012,Economy,5.1214201,52.0907374,25.89697347
AZ-2012-2827318,188,75,3,office supplies,appliances,113,113,225,9/1/2012,Lauren Saunders,Cagliari,Italy,South,Consumer,9/6/2012,Economy,9.1216613,39.2238411,25.89697347
AZ-2012-2839783,27,7,1,office supplies,art,20,20,7,7/4/2012,Daniel Burke,London,United Kingdom,North,Home Office,7/10/2012,Economy,-0.1277583,51.5073509,25.89697347
AZ-2012-2839783,45,-3,2,office supplies,envelopes,48,48,-6,7/4/2012,Daniel Burke,London,United Kingdom,North,Home Office,7/10/2012,Economy,-0.1277583,51.5073509,25.89697347
AZ-2012-2839783,55,22,3,office supplies,paper,33,33,66,7/4/2012,Daniel Burke,London,United Kingdom,North,Home Office,7/10/2012,Economy,-0.1277583,51.5073509,25.89697347
AZ-2012-2854166,1243,345,3,furniture,chairs,898,898,1035,4/30/2012,Ashton Foley,Oberhausen,Germany,Central,Consumer,5/5/2012,Economy,6.8637765,51.4963341,42.22495756
AZ-2012-2854166,60,10,2,office supplies,art,50,50,20,4/30/2012,Ashton Foley,Oberhausen,Germany,Central,Consumer,5/5/2012,Economy,6.8637765,51.4963341,25.89697347
AZ-2012-2854166,72,35,5,office supplies,fasteners,37,37,175,4/30/2012,Ashton Foley,Oberhausen,Germany,Central,Consumer,5/5/2012,Economy,6.8637765,51.4963341,25.89697347
AZ-2012-2860153,501,75,3,technology,phones,426,426,225,6/7/2012,Aidan Hayward,Munich,Germany,Central,Corporate,6/8/2012,Priority,11.5819806,48.1351253,74.10472279
AZ-2012-2884340,99,41,5,office supplies,art,58,58,205,5/14/2012,Lori Miller,Cremona,Italy,South,Consumer,5/17/2012,Priority,10.0226511,45.133249,25.89697347
AZ-2012-2884340,42,12,5,office supplies,binders,30,30,60,5/14/2012,Lori Miller,Cremona,Italy,South,Consumer,5/17/2012,Priority,10.0226511,45.133249,25.89697347
AZ-2012-2884340,170,73,2,technology,accessories,97,97,146,5/14/2012,Lori Miller,Cremona,Italy,South,Consumer,5/17/2012,Priority,10.0226511,45.133249,74.10472279
AZ-2012-2904256,17,1,1,office supplies,storage,16,16,1,11/29/2012,Ralph Holmes,Helsinki,Finland,North,Consumer,12/3/2012,Economy,24.938379,60.1698557,25.89697347
AZ-2012-2918666,293,44,2,furniture,bookcases,249,249,88,7/17/2012,Jack Holland,Rome,Italy,South,Consumer,7/21/2012,Economy,12.4963655,41.9027835,42.22495756
AZ-2012-2918666,50,3,1,office supplies,binders,47,47,3,7/17/2012,Jack Holland,Rome,Italy,South,Consumer,7/21/2012,Economy,12.4963655,41.9027835,25.89697347
AZ-2012-2918666,60,2,4,office supplies,paper,58,58,8,7/17/2012,Jack Holland,Rome,Italy,South,Consumer,7/21/2012,Economy,12.4963655,41.9027835,25.89697347
AZ-2012-2921507,80,38,4,furniture,furnishings,42,42,152,5/15/2012,Millie Franklin,Milan,Italy,South,Consumer,5/20/2012,Economy Plus,9.1859243,45.4654219,42.22495756
AZ-2012-2921507,338,37,7,office supplies,paper,301,301,259,5/15/2012,Millie Franklin,Milan,Italy,South,Consumer,5/20/2012,Economy Plus,9.1859243,45.4654219,25.89697347
AZ-2012-2921507,114,8,3,technology,accessories,106,106,24,5/15/2012,Millie Franklin,Milan,Italy,South,Consumer,5/20/2012,Economy Plus,9.1859243,45.4654219,74.10472279
AZ-2012-2928633,45,13,1,office supplies,supplies,32,32,13,11/3/2012,Desiree Hurt,Leeds,United Kingdom,North,Home Office,11/10/2012,Economy,-1.5490774,53.8007554,25.89697347
AZ-2012-2938834,60,27,3,office supplies,supplies,33,33,81,8/12/2012,Gail Thompson,Graz,Austria,Central,Consumer,8/16/2012,Economy Plus,15.439504,47.070714,25.89697347
AZ-2012-2950008,34,9,4,office supplies,binders,25,25,36,12/20/2012,Max Craig,Deuil-la-Barre,France,Central,Corporate,12/22/2012,Priority,2.3272339,48.975751,25.89697347
AZ-2012-2950008,1239,14,9,technology,machines,1225,1225,126,12/20/2012,Max Craig,Deuil-la-Barre,France,Central,Corporate,12/22/2012,Priority,2.3272339,48.975751,74.10472279
AZ-2012-2961412,53,-19,3,furniture,furnishings,72,72,-57,6/18/2012,Libby McDonald,Bradford,United Kingdom,North,Home Office,6/21/2012,Economy Plus,-1.759398,53.795984,42.22495756
AZ-2012-2961412,95,47,2,office supplies,envelopes,48,48,94,6/18/2012,Libby McDonald,Bradford,United Kingdom,North,Home Office,6/21/2012,Economy Plus,-1.759398,53.795984,25.89697347
AZ-2012-2961412,900,360,3,technology,copiers,540,540,1080,6/18/2012,Libby McDonald,Bradford,United Kingdom,North,Home Office,6/21/2012,Economy Plus,-1.759398,53.795984,74.10472279
AZ-2012-2961412,716,36,5,technology,phones,680,680,180,6/18/2012,Libby McDonald,Bradford,United Kingdom,North,Home Office,6/21/2012,Economy Plus,-1.759398,53.795984,74.10472279
AZ-2012-2970891,1345,329,3,office supplies,appliances,1016,1016,987,8/14/2012,Kai Bolden,Paris,France,Central,Consumer,8/18/2012,Economy,2.3522219,48.856614,25.89697347
AZ-2012-2970891,69,1,1,technology,accessories,68,68,1,8/14/2012,Kai Bolden,Paris,France,Central,Consumer,8/18/2012,Economy,2.3522219,48.856614,74.10472279
AZ-2012-2976788,41,7,3,office supplies,supplies,34,34,21,9/13/2012,Ethan Cover,Catania,Italy,South,Home Office,9/17/2012,Economy,15.0830304,37.5078772,25.89697347
AZ-2012-3002893,416,68,4,technology,machines,348,348,272,4/13/2012,Maya Pamphlett,Lons-le-Saunier,France,Central,Consumer,4/17/2012,Economy,5.550796,46.671361,74.10472279
AZ-2012-3008162,215,11,9,office supplies,paper,204,204,99,1/25/2012,Toby Patterson,Plymouth,United Kingdom,North,Home Office,1/29/2012,Economy,-4.1426565,50.3754565,25.89697347
AZ-2012-3019751,363,130,7,furniture,furnishings,233,233,910,1/16/2012,Toby Clunie,Laon,France,Central,Consumer,1/23/2012,Economy,3.61989,49.564133,42.22495756
AZ-2012-3019751,18,2,3,office supplies,binders,16,16,6,1/16/2012,Toby Clunie,Laon,France,Central,Consumer,1/23/2012,Economy,3.61989,49.564133,25.89697347
AZ-2012-302148,994,-398,7,furniture,tables,1392,1392,-2786,3/6/2012,William Jolly,Sheffield,United Kingdom,North,Consumer,3/8/2012,Economy Plus,-1.470085,53.381129,42.22495756
AZ-2012-302148,136,-79,2,office supplies,storage,215,215,-158,3/6/2012,William Jolly,Sheffield,United Kingdom,North,Consumer,3/8/2012,Economy Plus,-1.470085,53.381129,25.89697347
AZ-2012-302918,104,29,2,furniture,furnishings,75,75,58,8/24/2012,Archie Whittaker,Tulle,France,Central,Home Office,8/26/2012,Economy Plus,1.771697,45.26565,42.22495756
AZ-2012-3030732,76,30,3,furniture,furnishings,46,46,90,12/3/2012,Archer Hort,Naples,Italy,South,Consumer,12/6/2012,Economy Plus,14.2681244,40.8517746,42.22495756
AZ-2012-3030732,859,-790,2,furniture,tables,1649,1649,-1580,12/3/2012,Archer Hort,Naples,Italy,South,Consumer,12/6/2012,Economy Plus,14.2681244,40.8517746,42.22495756
AZ-2012-3030732,182,-27,11,office supplies,storage,31,209,-297,12/3/2012,Archer Hort,Naples,Italy,South,Consumer,12/6/2012,Economy Plus,14.2681244,40.8517746,25.89697347
AZ-2012-3042149,32,1,2,office supplies,art,31,31,2,3/19/2012,Jacob Carter,Conflans-Sainte-Honorine,France,Central,Consumer,3/24/2012,Economy,2.09178,49.000275,25.89697347
AZ-2012-3045764,24,11,5,office supplies,binders,13,13,55,6/16/2012,Steven Cordoba,Remscheid,Germany,Central,Consumer,6/20/2012,Economy,7.1896962,51.1787418,25.89697347
AZ-2012-3048240,415,66,5,technology,accessories,349,349,330,4/23/2012,Gemma Curlewis,Vienna,Austria,Central,Corporate,4/27/2012,Economy,16.3738189,48.2081743,74.10472279
AZ-2012-3052351,248,82,5,office supplies,art,166,166,410,9/14/2012,Laura Akhtar,Sesto San Giovanni,Italy,South,Consumer,9/18/2012,Economy,9.2256875,45.5328245,25.89697347
AZ-2012-3052351,182,84,6,office supplies,binders,98,98,504,9/14/2012,Laura Akhtar,Sesto San Giovanni,Italy,South,Consumer,9/18/2012,Economy,9.2256875,45.5328245,25.89697347
AZ-2012-3052351,88,-41,2,technology,phones,129,129,-82,9/14/2012,Laura Akhtar,Sesto San Giovanni,Italy,South,Consumer,9/18/2012,Economy,9.2256875,45.5328245,74.10472279
AZ-2012-3052535,58,23,3,office supplies,fasteners,35,35,69,2/15/2012,Rory Gunson,Hinckley,United Kingdom,North,Consumer,2/17/2012,Economy Plus,-1.37667,52.5454549,25.89697347
AZ-2012-3052535,53,22,2,office supplies,storage,31,31,44,2/15/2012,Rory Gunson,Hinckley,United Kingdom,North,Consumer,2/17/2012,Economy Plus,-1.37667,52.5454549,25.89697347
AZ-2012-3052535,117,14,3,office supplies,supplies,103,103,42,2/15/2012,Rory Gunson,Hinckley,United Kingdom,North,Consumer,2/17/2012,Economy Plus,-1.37667,52.5454549,25.89697347
AZ-2012-3082867,172,74,2,office supplies,appliances,98,98,148,12/15/2012,William Reichert,Castelldefels,Spain,South,Consumer,12/19/2012,Economy,1.9766294,41.2800161,25.89697347
AZ-2012-3082867,258,25,5,office supplies,art,83,233,125,12/15/2012,William Reichert,Castelldefels,Spain,South,Consumer,12/19/2012,Economy,1.9766294,41.2800161,25.89697347
AZ-2012-3082867,151,9,3,office supplies,binders,142,142,27,12/15/2012,William Reichert,Castelldefels,Spain,South,Consumer,12/19/2012,Economy,1.9766294,41.2800161,25.89697347
AZ-2012-3087975,78,-20,3,office supplies,art,98,98,-60,8/2/2012,Patricia Smith,Helsingborg,Sweden,North,Corporate,8/6/2012,Economy,12.6945121,56.0464674,25.89697347
AZ-2012-3087975,116,-7,5,office supplies,supplies,123,123,-35,8/2/2012,Patricia Smith,Helsingborg,Sweden,North,Corporate,8/6/2012,Economy,12.6945121,56.0464674,25.89697347
AZ-2012-3093353,352,67,4,furniture,chairs,285,285,268,7/6/2012,Minnie Cash,Aix-en-Provence,France,Central,Corporate,7/10/2012,Economy,5.447427,43.529742,42.22495756
AZ-2012-3093353,35,8,3,office supplies,binders,27,27,24,7/6/2012,Minnie Cash,Aix-en-Provence,France,Central,Corporate,7/10/2012,Economy,5.447427,43.529742,25.89697347
AZ-2012-3093353,15,3,1,office supplies,fasteners,12,12,3,7/6/2012,Minnie Cash,Aix-en-Provence,France,Central,Corporate,7/10/2012,Economy,5.447427,43.529742,25.89697347
AZ-2012-3093353,23,3,2,office supplies,labels,20,20,6,7/6/2012,Minnie Cash,Aix-en-Provence,France,Central,Corporate,7/10/2012,Economy,5.447427,43.529742,25.89697347
AZ-2012-3104391,14,6,3,office supplies,binders,8,8,18,9/11/2012,Thomas McCallum,Leicester,United Kingdom,North,Consumer,9/15/2012,Economy,-1.1397592,52.6368778,25.89697347
AZ-2012-3104391,339,129,7,office supplies,paper,210,210,903,9/11/2012,Thomas McCallum,Leicester,United Kingdom,North,Consumer,9/15/2012,Economy,-1.1397592,52.6368778,25.89697347
AZ-2012-3133492,486,135,3,furniture,chairs,351,351,405,7/16/2012,Jude Leonard,Bourges,France,Central,Consumer,7/19/2012,Priority,2.398782,47.081012,42.22495756
AZ-2012-3133492,16,6,2,office supplies,binders,10,10,12,7/16/2012,Jude Leonard,Bourges,France,Central,Consumer,7/19/2012,Priority,2.398782,47.081012,25.89697347
AZ-2012-3133492,85,5,6,office supplies,fasteners,80,80,30,7/16/2012,Jude Leonard,Bourges,France,Central,Consumer,7/19/2012,Priority,2.398782,47.081012,25.89697347
AZ-2012-3133492,187,59,3,technology,phones,128,128,177,7/16/2012,Jude Leonard,Bourges,France,Central,Consumer,7/19/2012,Priority,2.398782,47.081012,74.10472279
AZ-2012-3181523,305,51,6,office supplies,storage,254,254,306,11/23/2012,Molly Crawford,Vitoria,Spain,South,Corporate,11/28/2012,Economy,-2.6817918,42.8591656,25.89697347
AZ-2012-3182076,123,16,3,furniture,furnishings,107,107,48,9/21/2012,Isabelle Torpy,Bergheim,Germany,Central,Consumer,9/23/2012,Economy Plus,6.6555022,50.9451945,42.22495756
AZ-2012-3182076,53,6,2,office supplies,envelopes,47,47,12,9/21/2012,Isabelle Torpy,Bergheim,Germany,Central,Consumer,9/23/2012,Economy Plus,6.6555022,50.9451945,25.89697347
AZ-2012-3182076,200,36,2,technology,accessories,164,164,72,9/21/2012,Isabelle Torpy,Bergheim,Germany,Central,Consumer,9/23/2012,Economy Plus,6.6555022,50.9451945,74.10472279
AZ-2012-3206190,60,1,5,office supplies,fasteners,59,59,5,4/24/2012,Jade Hawkins,Kotka,Finland,North,Consumer,4/28/2012,Economy,26.9459403,60.4665666,25.89697347
AZ-2012-3229399,54,13,4,office supplies,fasteners,41,41,52,6/2/2012,Zona Meyer,Oldenburg,Germany,Central,Corporate,6/6/2012,Economy,8.2145521,53.1434501,25.89697347
AZ-2012-3229399,24,3,1,office supplies,storage,21,21,3,6/2/2012,Zona Meyer,Oldenburg,Germany,Central,Corporate,6/6/2012,Economy,8.2145521,53.1434501,25.89697347
AZ-2012-3239486,406,117,3,furniture,bookcases,289,289,351,2/18/2012,Georgina Garner,Nice,France,Central,Consumer,2/22/2012,Economy,7.2619532,43.7101728,42.22495756
AZ-2012-3239486,65,20,5,office supplies,binders,45,45,100,2/18/2012,Georgina Garner,Nice,France,Central,Consumer,2/22/2012,Economy,7.2619532,43.7101728,25.89697347
AZ-2012-3239486,580,179,10,technology,accessories,401,401,1790,2/18/2012,Georgina Garner,Nice,France,Central,Consumer,2/22/2012,Economy,7.2619532,43.7101728,74.10472279
AZ-2012-3239511,164,57,2,office supplies,appliances,107,107,114,6/20/2012,Laura Akhtar,El Escorial,Spain,South,Consumer,6/25/2012,Economy,-4.1270438,40.583347,25.89697347
AZ-2012-3240635,60,17,5,office supplies,binders,10,43,85,8/4/2012,Henry Pedder,Poole,United Kingdom,North,Consumer,8/10/2012,Economy,-1.987248,50.71505,25.89697347
AZ-2012-3246904,173,41,8,office supplies,supplies,77,132,328,12/15/2012,Joe Gilbert,Sanary-sur-Mer,France,Central,Home Office,12/17/2012,Economy Plus,5.801435,43.118021,25.89697347
AZ-2012-3249580,1970,503,6,furniture,bookcases,1467,1467,3018,6/1/2012,Sarah Cross,Hamburg,Germany,Central,Consumer,6/6/2012,Economy Plus,9.9936818,53.5510846,42.22495756
AZ-2012-3249580,34,3,3,office supplies,art,31,31,9,6/1/2012,Sarah Cross,Hamburg,Germany,Central,Consumer,6/6/2012,Economy Plus,9.9936818,53.5510846,25.89697347
AZ-2012-325160,49,24,1,furniture,furnishings,25,25,24,5/1/2012,Craig Rayner,Weimar,Germany,Central,Consumer,5/5/2012,Economy,11.3235439,50.9794934,42.22495756
AZ-2012-325160,363,149,3,office supplies,storage,214,214,447,5/1/2012,Craig Rayner,Weimar,Germany,Central,Consumer,5/5/2012,Economy,11.3235439,50.9794934,25.89697347
AZ-2012-327072,21,-12,3,office supplies,binders,33,33,-36,4/9/2012,Blake Lymburner,Frederiksberg,Denmark,North,Consumer,4/13/2012,Economy,12.513321,55.677069,25.89697347
AZ-2012-3272403,114,1,2,office supplies,art,113,113,2,1/11/2012,Katie Thom,Elx,Spain,South,Corporate,1/14/2012,Priority,-0.7125608,38.2699329,25.89697347
AZ-2012-3293299,103,12,2,furniture,furnishings,91,91,24,11/10/2012,Bonnie Wilson,Saint-Denis,France,Central,Corporate,11/13/2012,Priority,2.357443,48.936181,42.22495756
AZ-2012-3293299,2012,-1022,6,furniture,tables,3034,3034,-6132,11/10/2012,Bonnie Wilson,Saint-Denis,France,Central,Corporate,11/13/2012,Priority,2.357443,48.936181,42.22495756
AZ-2012-3293299,328,19,3,technology,copiers,309,309,57,11/10/2012,Bonnie Wilson,Saint-Denis,France,Central,Corporate,11/13/2012,Priority,2.357443,48.936181,74.10472279
AZ-2012-3294671,1972,350,5,furniture,bookcases,1622,1622,1750,9/28/2012,Kenneth Gonzales,Paris,France,Central,Consumer,10/2/2012,Economy,2.3522219,48.856614,42.22495756
AZ-2012-331125,69,11,3,office supplies,envelopes,58,58,33,11/7/2012,Amber Adams,Vienna,Austria,Central,Corporate,11/9/2012,Economy Plus,16.3738189,48.2081743,25.89697347
AZ-2012-3319820,310,12,4,office supplies,appliances,298,298,48,11/5/2012,Gerald Galvan,Barcelona,Spain,South,Corporate,11/9/2012,Economy,2.1734035,41.3850639,25.89697347
AZ-2012-3323986,50,23,5,office supplies,binders,27,27,115,4/2/2012,Ellie Chapman,Munich,Germany,Central,Home Office,4/5/2012,Priority,11.5819806,48.1351253,25.89697347
AZ-2012-3333420,285,14,6,office supplies,art,271,271,84,3/20/2012,Hollie Morris,Poole,United Kingdom,North,Corporate,3/25/2012,Economy Plus,-1.987248,50.71505,25.89697347
